         3790170 function calls (3683532 primitive calls) in 2.079 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 base.py:264(_maybe_return_indexers)
       12    0.000    0.000    0.000    0.000 ast.py:255(iter_fields)
        1    0.000    0.000    0.000    0.000 array_manager.py:1068(SingleArrayManager)
        1    0.000    0.000    0.000    0.000 asyncpg.py:1153(get_pool_class)
        1    0.000    0.000    0.000    0.000 variables.py:29(Literal)
       23    0.000    0.000    0.000    0.000 config.py:849(inner)
        1    0.000    0.000    0.000    0.000 base.py:127(EventHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 mock.py:36(MockConnection)
        1    0.000    0.000    0.000    0.000 main.py:441(CliApp)
        1    0.000    0.000    0.000    0.000 factory.py:51(__init__)
        1    0.000    0.000    0.000    0.000 base.py:225(_HasEventsDispatch)
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 type_api.py:164(Comparator)
        1    0.000    0.000    0.000    0.000 base.py:43(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 __init__.py:896(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 types.py:1801(SecretStr)
        1    0.000    0.000    0.000    0.000 selectable.py:6684(Exists)
        1    0.000    0.000    0.000    0.000 client_middleware_digest_auth.py:150(DigestAuthMiddleware)
        1    0.000    0.000    0.000    0.000 hstore.py:268(_HStoreValsFunction)
        1    0.000    0.000    0.000    0.000 router.py:84(PredictionVerification)
        1    0.000    0.000    0.000    0.000 selectable.py:3698(SelectStatementGrouping)
        1    0.000    0.000    0.000    0.000 __init__.py:334(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:362(YAMLObject)
        1    0.000    0.000    0.000    0.000 metric_value_conversion_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:2090(<dictcomp>)
        1    0.000    0.000    0.000    0.000 traversals.py:467(TraversalComparatorStrategy)
        4    0.000    0.000    0.000    0.000 getlimits.py:696(min)
        1    0.000    0.000    0.000    0.000 context.py:873(FromStatement)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        1    0.000    0.000    0.000    0.000 _adapters.py:89(__getitem__)
        1    0.000    0.000    0.000    0.000 _signals.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {built-in method psycopg2._psycopg.register_type}
        1    0.000    0.000    0.000    0.000 elements.py:3441(TypeCoerce)
       18    0.000    0.000    0.000    0.000 _data.py:142(_create_method)
        1    0.000    0.000    0.000    0.000 oss_registry_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dia.py:20(_dia_base)
        8    0.000    0.000    0.000    0.000 _fields.py:64(__init__)
        3    0.000    0.000    0.000    0.000 collections.py:954(_assert_required_roles)
        1    0.000    0.000    0.000    0.000 encoder.py:352(EncodeVarint)
        4    0.000    0.000    0.000    0.000 decoder.py:262(_StructPackDecoder)
        1    0.000    0.000    0.000    0.000 base.py:2149(PGDDLCompiler)
        1    0.000    0.000    0.000    0.000 auto_binding.py:317(ConventionBinder)
        3    0.000    0.000    0.000    0.000 langhelpers.py:1706(parse_user_argument_for_enum)
        1    0.000    0.000    0.000    0.000 tls.py:51(TLSAttribute)
        1    0.000    0.000    0.000    0.000 type_api.py:1377(Emulated)
        1    0.000    0.000    0.000    0.000 base.py:34(Command)
       92    0.000    0.000    0.000    0.000 accessor.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 dataset.py:9(Dataset)
        1    0.000    0.000    0.000    0.000 elements.py:2887(ExpressionClauseList)
        1    0.000    0.000    0.000    0.000 ddl.py:816(InvokeCreateDDLBase)
       11    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       19    0.000    0.000    0.000    0.000 _decorators.py:266(deprecate_nonkeyword_arguments)
        1    0.000    0.000    0.000    0.000 provider.py:25(RepositoryFactory)
       13    0.000    0.000    0.000    0.000 traversals.py:410(visit_string_clauseelement_dict)
        1    0.000    0.000    0.000    0.000 __init__.py:221(<dictcomp>)
        1    0.000    0.000    0.000    0.000 random.py:800(getrandbits)
        1    0.000    0.000    0.000    0.000 docscrape.py:563(FunctionDoc)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 types.py:1868(SecretBytes)
        1    0.000    0.000    0.000    0.000 webhook.py:141(WebhookEvent)
        1    0.000    0.000    0.000    0.000 aliases.py:15(AliasPath)
        2    0.000    0.000    0.000    0.000 datastructures.py:663(__init__)
        1    0.000    0.000    0.000    0.000 datastructures.py:23(URL)
       13    0.000    0.000    0.000    0.000 _internal.py:920(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 run_batch.py:8(RunBatch)
        1    0.000    0.000    0.000    0.000 metrics.py:67(_get_use_created)
        1    0.000    0.000    0.000    0.000 label_schemas.py:169(LabelSchema)
        1    0.000    0.000    0.000    0.000 types.py:1088(<dictcomp>)
        1    0.000    0.000    0.000    0.000 parser.py:33(Binding)
        5    0.000    0.000    0.000    0.000 datetime.py:528(_check_time_fields)
        1    0.000    0.000    0.000    0.000 policy.py:26(EmailPolicy)
        1    0.000    0.000    0.000    0.000 model_version_deployment_job_run_state.py:18(<dictcomp>)
        1    0.000    0.000    0.000    0.000 client.py:108(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method time.gmtime}
        1    0.000    0.000    0.000    0.000 validators.py:359(deep_iterable)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 headers.py:28(Headers)
        1    0.000    0.000    0.000    0.000 extensions.py:101(SQL_IN)
        1    0.000    0.000    0.000    0.000 llm.py:697(ChatCompletionChunk)
       24    0.000    0.000    0.000    0.000 function.py:52(__init__)
       19    0.000    0.000    0.000    0.000 sqltypes.py:1433(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 __init__.py:57(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 connector.py:828(_DNSCacheTable)
        1    0.000    0.000    0.000    0.000 assessment_source.py:11(AssessmentSource)
        1    0.000    0.000    0.000    0.000 models.py:279(Header)
        1    0.000    0.000    0.000    0.000 sources.py:601(SecretsSettingsSource)
       32    0.000    0.000    0.000    0.000 schema.py:4264(<setcomp>)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gorilla.py:170(Patch)
        1    0.000    0.000    0.000    0.000 handlers.py:734(SysLogHandler)
       10    0.000    0.000    0.000    0.000 _make.py:1160(add_setattr)
        1    0.000    0.000    0.000    0.000 hstore.py:280(_HStoreMatrixFunction)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:2674(Fixed)
        1    0.000    0.000    0.000    0.000 models.py:50(WSMessage)
        1    0.000    0.000    0.000    0.000 code_dataset_source.py:8(CodeDatasetSource)
       79    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 _cmp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 assessment.py:181(Feedback)
        2    0.000    0.000    0.000    0.000 json.py:150(__init__)
        1    0.000    0.000    0.000    0.000 types.py:269(ConstrainedFloat)
        1    0.000    0.000    0.000    0.000 boolean.py:40(BooleanDtype)
        1    0.000    0.000    0.000    0.000 helpers.py:555(TimeoutHandle)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 schema.py:3525(ColumnElementColumnDefault)
        1    0.000    0.000    0.000    0.000 dto.py:80(MatchDTO)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
       50    0.000    0.000    0.000    0.000 coercions.py:545(_literal_coercion)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 url.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 fields.py:1518(ComputedFieldInfo)
        1    0.000    0.000    0.000    0.000 types.py:14(SQLiteCompatibleJSONB)
        1    0.000    0.000    0.000    0.000 cursor.py:142(CursorResultMetaData)
        8    0.000    0.000    0.000    0.000 __init__.py:884(legacy_normalize)
        3    0.000    0.000    0.000    0.000 _docscrape.py:531(_str_index)
        1    0.000    0.000    0.000    0.000 assessment.py:33(Assessment)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:2832(_FieldNameStack)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        3    0.000    0.000    0.000    0.000 sqltypes.py:623(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:845(SSLObject)
        1    0.000    0.000    0.000    0.000 python_parser.py:71(PythonParser)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1460(IPv4Network)
        1    0.000    0.000    0.000    0.000 metrics_core.py:150(GaugeMetricFamily)
        1    0.000    0.000    0.000    0.000 sources.py:164(CliMutuallyExclusiveGroup)
       14    0.000    0.000    0.000    0.000 decl_base.py:1054(_setup_dataclasses_transforms)
       10    0.000    0.000    0.000    0.000 annotations.py:138(deprecated)
        1    0.000    0.000    0.000    0.000 coercions.py:815(InElementImpl)
        3    0.000    0.000    0.000    0.000 langhelpers.py:1432(duck_type_collection)
        1    0.000    0.000    0.000    0.000 llm.py:370(ChatParams)
        1    0.000    0.000    0.000    0.000 observers.py:30(MetricUpdateRequest)
        1    0.000    0.000    0.000    0.000 model_config.py:12(ModelConfig)
        3    0.000    0.000    0.000    0.000 __init__.py:42(_clean_attribute)
        1    0.000    0.000    0.000    0.000 functions.py:1226(Function)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1073(generic_fn_descriptor)
        1    0.000    0.000    0.000    0.000 subprocess.py:1233(poll)
        6    0.000    0.000    0.000    0.000 typing.py:2545(no_type_check)
       10    0.000    0.000    0.000    0.000 _generate_schema.py:405(<dictcomp>)
        6    0.000    0.000    0.000    0.000 langhelpers.py:221(<lambda>)
        1    0.000    0.000    0.000    0.000 url.py:80(Url)
        1    0.000    0.000    0.000    0.000 cache_key.py:611(_CacheKeyTraversal)
        1    0.000    0.000    0.000    0.000 validators.py:536(_MaxLengthValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:1432(Logger)
       18    0.000    0.000    0.000    0.000 functions.py:926(__init__)
        1    0.000    0.000    0.000    0.000 pytables.py:4702(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 util.py:200(CascadeOptions)
        1    0.000    0.000    0.000    0.000 psycopg.py:556(AsyncAdapt_psycopg_cursor)
        2    0.000    0.000    0.000    0.000 _json.py:154(_create_json_typecasters)
       23    0.000    0.000    0.000    0.000 config.py:886(inner)
        1    0.000    0.000    0.000    0.000 sample.py:1(<module>)
      116    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 filters.py:124(PythonFilter)
        1    0.000    0.000    0.000    0.000 applications.py:27(Starlette)
        3    0.000    0.000    0.000    0.000 _header_value_parser.py:876(__new__)
        6    0.000    0.000    0.000    0.000 __init__.py:805(__new__)
       40    0.000    0.000    0.000    0.000 message.py:634(get_default_type)
        1    0.000    0.000    0.000    0.000 plugins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:567(SpanLimits)
        1    0.000    0.000    0.000    0.000 api_key.py:11(APIKeyBase)
       10    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 context.py:222(AbstractORMCompileState)
        1    0.000    0.000    0.000    0.000 strategy_options.py:1553(_LoadElement)
        1    0.000    0.000    0.000    0.000 models.py:167(PredictionOverviewResponse)
        1    0.000    0.000    0.000    0.000 decorators.py:266(MetricsDecorator)
        1    0.000    0.000    0.000    0.000 core.py:977(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 __init__.py:674(_AutologgingMetricsManager)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
        2    0.000    0.000    0.000    0.000 events.py:686(set_event_loop)
        1    0.000    0.000    0.000    0.000 elements.py:229(CompilerElement)
        1    0.000    0.000    0.000    0.000 log.py:258(echo_property)
        1    0.000    0.000    0.000    0.000 datetime.py:573(timedelta)
        1    0.000    0.000    0.000    0.000 audit_log.py:334(AuditLogSummary)
       47    0.000    0.000    0.000    0.000 clsregistry.py:335(__init__)
       10    0.000    0.000    0.000    0.000 extensions.py:95(register_adapter)
        1    0.000    0.000    0.000    0.000 httptools_impl.py:43(HttpToolsProtocol)
        1    0.000    0.000    0.000    0.000 models.py:174(VerificationResponse)
        1    0.000    0.000    0.000    0.000 config_di.py:276(ConfigurationBuilder)
        1    0.000    0.000    0.000    0.000 metric.py:8(Metric)
        3    0.000    0.000    0.000    0.000 _util.py:188(_transition_to_rng)
        1    0.000    0.000    0.000    0.000 server.py:52(__init__)
        1    0.000    0.000    0.000    0.000 databricks_tracking_artifact_repo.py:20(DatabricksTrackingArtifactRepository)
        1    0.000    0.000    0.000    0.000 status.py:35(Status)
       37    0.000    0.000    0.000    0.000 _make.py:686(<setcomp>)
        1    0.000    0.000    0.000    0.000 events.py:2447(AttributeEvents)
       12    0.000    0.000    0.000    0.000 fields.py:1415(__init__)
        1    0.000    0.000    0.000    0.000 data_processing.py:17(DataProcessor)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 subprocess.py:1092(__exit__)
        1    0.000    0.000    0.000    0.000 util.py:1343(LoaderCriteriaOption)
        1    0.000    0.000    0.000    0.000 index_tricks.py:310(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 base.py:3305(OptionEngineMixin)
        1    0.000    0.000    0.000    0.000 tempfile.py:857(TemporaryDirectory)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        3    0.000    0.000    0.000    0.000 definitions.py:28(__new__)
       54    0.000    0.000    0.000    0.000 schema.py:197(dtype)
        1    0.000    0.000    0.000    0.000 run_inputs.py:9(RunInputs)
        1    0.000    0.000    0.000    0.000 result.py:618(AsyncMappingResult)
        1    0.000    0.000    0.000    0.000 sslproto.py:82(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 _mlflow_object.py:5(_MlflowObject)
        1    0.000    0.000    0.000    0.000 proxy_headers.py:63(_parse_raw_hosts)
       32    0.000    0.000    0.000    0.000 typing.py:1178(__init__)
        1    0.000    0.000    0.000    0.000 selectable.py:3116(ForUpdateArg)
       28    0.000    0.000    0.000    0.000 selectable.py:858(columns)
        1    0.000    0.000    0.000    0.000 application.py:252(AnalyticsCQRSService)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        2    0.000    0.000    0.000    0.000 config.py:384(__init__)
        1    0.000    0.000    0.000    0.000 attributes.py:2310(History)
        1    0.000    0.000    0.000    0.000 zipfile.py:816(ZipExtFile)
        1    0.000    0.000    0.000    0.000 evaluation_dataset.py:233(EvaluationDataset)
        1    0.000    0.000    0.000    0.000 observers.py:20(MetricsObserver)
        1    0.000    0.000    0.000    0.000 py39.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike_accumulations.py:1(<module>)
       26    0.000    0.000    0.000    0.000 schema.py:2458(<listcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1135(_BaseV4)
        1    0.000    0.000    0.000    0.000 resolver.py:85(AsyncResolver)
       45    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 dto.py:51(UserDTO)
        1    0.000    0.000    0.000    0.000 search_utils.py:971(SearchExperimentsUtils)
        1    0.000    0.000    0.000    0.000 session.py:1620(async_sessionmaker)
        2    0.000    0.000    0.000    0.000 enum.py:1280(__new__)
        1    0.000    0.000    0.000    0.000 base.py:259(ProxyComparable)
        6    0.000    0.000    0.000    0.000 platform.py:549(<genexpr>)
       28    0.000    0.000    0.000    0.000 _make.py:436(<lambda>)
        1    0.000    0.000    0.000    0.000 _base.py:927(ExcelWriter)
        1    0.000    0.000    0.000    0.000 pytables.py:2034(IndexCol)
       16    0.000    0.000    0.000    0.000 functools.py:972(__set_name__)
        1    0.000    0.000    0.000    0.000 dependencies_schemas.py:284(DependenciesSchemas)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:441(_setdef)
        1    0.000    0.000    0.000    0.000 environment.py:68(_PythonEnv)
        1    0.000    0.000    0.000    0.000 common.py:110(IOHandles)
       27    0.000    0.000    0.000    0.000 databricks_utils.py:48(_use_repl_context_if_available)
        1    0.000    0.000    0.000    0.000 utils.py:918(__init__)
        1    0.000    0.000    0.000    0.000 blocks.py:2003(EABackedBlock)
        1    0.000    0.000    0.000    0.000 _schema_gather.py:35(GatherContext)
        1    0.000    0.000    0.000    0.000 elements.py:3190(Tuple)
        1    0.000    0.000    0.000    0.000 __init__.py:625(_TrainingSession)
        1    0.000    0.000    0.000    0.000 validators.py:638(IfConfig)
        1    0.000    0.000    0.000    0.000 _subprocesses.py:10(Process)
        1    0.000    0.000    0.000    0.000 subprocess.py:1961(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 validators.py:198(_OptionalValidator)
       15    0.000    0.000    0.000    0.000 routing.py:565(__init__)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 validators.py:565(_MinLengthValidator)
       14    0.000    0.000    0.000    0.000 util.py:926(<listcomp>)
        1    0.000    0.000    0.000    0.000 router.py:73(RecentPrediction)
        1    0.000    0.000    0.000    0.000 lake.py:180(LakeStorageUtils)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 __init__.py:22(ResourceAttributes)
        1    0.000    0.000    0.000    0.000 events.py:19(AutologgingEventLoggerWrapper)
        1    0.000    0.000    0.000    0.000 sslproto.py:263(SSLProtocol)
        1    0.000    0.000    0.000    0.000 datetime.py:1311(time)
        1    0.000    0.000    0.000    0.000 accessor.py:19(DirNamesMixin)
        1    0.000    0.000    0.000    0.000 util.py:1215(_ColumnLookup)
        1    0.000    0.000    0.000    0.000 ssl.py:732(verify_mode)
        2    0.000    0.000    0.000    0.000 inspect.py:402(isgeneratorfunction)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        1    0.000    0.000    0.000    0.000 _docscrape.py:623(ClassDoc)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 decorator.py:88(FunctionMaker)
        1    0.000    0.000    0.000    0.000 well_known_types.py:318(Duration)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:579(_calc_mode)
        1    0.000    0.000    0.000    0.000 experiment.py:7(Experiment)
        1    0.000    0.000    0.000    0.000 artifact_repo.py:417(MultipartUploadMixin)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 elements.py:3811(BinaryExpression)
        1    0.000    0.000    0.000    0.000 git_info.py:21(GitInfo)
       12    0.000    0.000    0.000    0.000 events.py:1597(_lifecycle_event)
        1    0.000    0.000    0.000    0.000 color.py:59(<setcomp>)
        1    0.000    0.000    0.000    0.000 util.py:1039(ClauseAdapter)
        1    0.000    0.000    0.000    0.000 base.py:2509(Transaction)
        1    0.000    0.000    0.000    0.000 selectable.py:1754(TableValuedAlias)
        1    0.000    0.000    0.000    0.000 _common.py:631(outer)
       13    0.000    0.000    0.000    0.000 <string>:1(_generated_get_children_traversal)
        1    0.000    0.000    0.000    0.000 models.py:376(OAuthFlowImplicit)
        1    0.000    0.000    0.000    0.000 __init__.py:177(FastLookup)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
       16    0.000    0.000    0.000    0.000 take.py:352(_view_wrapper)
        9    0.000    0.000    0.000    0.000 config.py:899(is_nonnegative_int)
        3    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:875(SecretStr)
        1    0.000    0.000    0.000    0.000 resources.py:298(_ResourceBuilder)
       14    0.000    0.000    0.000    0.000 mapper.py:3564(<listcomp>)
        1    0.000    0.000    0.000    0.000 metrics_collector_enhanced.py:81(get_metrics_collector)
        1    0.000    0.000    0.000    0.000 base.py:20(BaseMessage)
        1    0.000    0.000    0.000    0.000 unknown_fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:198(Repository)
        1    0.000    0.000    0.000    0.000 dependency.py:29(DependencyProcessor)
        1    0.000    0.000    0.000    0.000 sql.py:444(Identifier)
        1    0.000    0.000    0.000    0.000 crud.py:1276(_multiparam_column)
        2    0.000    0.000    0.000    0.000 pathlib.py:38(_ignore_error)
        1    0.000    0.000    0.000    0.000 evaluation_dataset_source.py:6(EvaluationDatasetSource)
        1    0.000    0.000    0.000    0.000 handlers.py:327(__init__)
        1    0.000    0.000    0.000    0.000 _namespace_utils.py:66(LazyLocalNamespace)
        1    0.000    0.000    0.000    0.000 util.py:1551(Bundle)
        1    0.000    0.000    0.000    0.000 decl_api.py:329(declared_attr)
        1    0.000    0.000    0.000    0.000 schema.py:3378(ColumnDefault)
       13    0.000    0.000    0.000    0.000 base.py:433(__init__)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 validators.py:594(_SubclassOfValidator)
        1    0.000    0.000    0.000    0.000 subjects.py:315(AlertSubject)
        1    0.000    0.000    0.000    0.000 _synchronization.py:514(CapacityLimiter)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:2749(dataclass_transform)
        3    0.000    0.000    0.000    0.000 typing.py:2418(_strip_annotations)
        1    0.000    0.000    0.000    0.000 ops.py:75(Term)
        4    0.000    0.000    0.000    0.000 exceptions.py:35(add_exception_handler)
        1    0.000    0.000    0.000    0.000 server.py:57(WebSocketServerProtocol)
        1    0.000    0.000    0.000    0.000 handlers.py:160(NotificationEventHandler)
        1    0.000    0.000    0.000    0.000 events.py:612(DialectEvents)
        1    0.000    0.000    0.000    0.000 types.py:41(OptimizerConfig)
       87    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        1    0.000    0.000    0.000    0.000 fields.py:97(FieldInfo)
       68    0.000    0.000    0.000    0.000 traceback.py:671(<lambda>)
        1    0.000    0.000    0.000    0.000 dtypes.py:2046(ArrowDtype)
        1    0.000    0.000    0.000    0.000 _unity_catalog_utils.py:55(<dictcomp>)
        1    0.000    0.000    0.000    0.000 models.py:640(Response)
        2    0.000    0.000    0.000    0.000 applications.py:1080(<setcomp>)
        1    0.000    0.000    0.000    0.000 six.py:498(Module_six_moves_urllib)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 multipart.py:723(QuerystringParser)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        3    0.000    0.000    0.000    0.000 inspect.py:2224(RewriteSymbolics)
        1    0.000    0.000    0.000    0.000 extras.py:291(NamedTupleCursor)
        1    0.000    0.000    0.000    0.000 client.py:199(ClientTimeout)
        1    0.000    0.000    0.000    0.000 commands.py:15(CreatePredictionCommand)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
        1    0.000    0.000    0.000    0.000 color.py:68(<setcomp>)
        1    0.000    0.000    0.000    0.000 types.py:1092(ByteSize)
        1    0.000    0.000    0.000    0.000 _arrow_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:627(PyperclipWindowsException)
        1    0.000    0.000    0.000    0.000 variables.py:48(Variable)
        2    0.000    0.000    0.000    0.000 config.py:635(_get_root)
        1    0.000    0.000    0.000    0.000 sqltypes.py:2921(Comparator)
        1    0.000    0.000    0.000    0.000 _csc.py:17(_csc_base)
        1    0.000    0.000    0.000    0.000 sampling.py:217(StaticSampler)
        1    0.000    0.000    0.000    0.000 _tasks.py:20(CancelScope)
        1    0.000    0.000    0.000    0.000 sources.py:708(EnvSettingsSource)
        1    0.000    0.000    0.000    0.000 selectable.py:2028(CTE)
        8    0.000    0.000    0.000    0.000 base.py:1650(get)
       36    0.000    0.000    0.000    0.000 _make.py:942(<dictcomp>)
        1    0.000    0.000    0.000    0.000 assessment.py:350(Expectation)
        1    0.000    0.000    0.000    0.000 stata.py:3204(StataWriter117)
        1    0.000    0.000    0.000    0.000 config.py:27(TracingConfigContext)
        1    0.000    0.000    0.000    0.000 multipart.py:655(OctetStreamParser)
        1    0.000    0.000    0.000    0.000 schema.py:4852(PrimaryKeyConstraint)
        1    0.000    0.000    0.000    0.000 metrics_core.py:182(SummaryMetricFamily)
        1    0.000    0.000    0.000    0.000 pg_catalog.py:38(INT2VECTOR)
        1    0.000    0.000    0.000    0.000 http_parser.py:959(DeflateBuffer)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        6    0.000    0.000    0.000    0.000 visitors.py:561(<genexpr>)
        3    0.000    0.000    0.000    0.000 deprecations.py:287(<dictcomp>)
        1    0.000    0.000    0.000    0.000 headerregistry.py:439(ParameterizedMIMEHeader)
        1    0.000    0.000    0.000    0.000 metrics_collector_enhanced.py:41(MetricsAggregator)
       28    0.000    0.000    0.000    0.000 mapper.py:1593(<genexpr>)
        3    0.000    0.000    0.000    0.000 inspect.py:2119(<listcomp>)
        1    0.000    0.000    0.000    0.000 handlers.py:31(__init__)
        1    0.000    0.000    0.000    0.000 selectable.py:1970(TableSample)
        1    0.000    0.000    0.000    0.000 spark_dataset_source.py:8(SparkDatasetSource)
        1    0.000    0.000    0.000    0.000 _pslinux.py:552(<listcomp>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:92(<listcomp>)
        1    0.000    0.000    0.000    0.000 collections.py:1313(popitem)
        1    0.000    0.000    0.000    0.000 cloud_artifact_repo.py:95(CloudArtifactRepository)
       14    0.000    0.000    0.000    0.000 mapper.py:4417(__init__)
        1    0.000    0.000    0.000    0.000 grouper.py:488(Grouping)
        1    0.000    0.000    0.000    0.000 dtypes.py:1433(NumpyEADtype)
       11    0.000    0.000    0.000    0.000 base.py:721(plugin_for)
        1    0.000    0.000    0.000    0.000 dataset_record.py:18(DatasetRecord)
        1    0.000    0.000    0.000    0.000 bulk_persistence.py:387(ORMDMLState)
        1    0.000    0.000    0.000    0.000 fs.py:268(FSSpecHandler)
        1    0.000    0.000    0.000    0.000 functions.py:839(_FunctionGenerator)
        1    0.000    0.000    0.000    0.000 py310.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relationships.py:531(Comparator)
        1    0.000    0.000    0.000    0.000 validators.py:705(_OrValidator)
        1    0.000    0.000    0.000    0.000 registry.py:35(AbstractScorerStore)
        1    0.000    0.000    0.000    0.000 tls.py:284(TLSListener)
        1    0.000    0.000    0.000    0.000 decorator.py:155(update)
        1    0.000    0.000    0.000    0.000 typing.py:1625(<listcomp>)
       14    0.000    0.000    0.000    0.000 annotations.py:203(deprecated_parameter)
        1    0.000    0.000    0.000    0.000 contextlib.py:698(__aexit__)
       17    0.000    0.000    0.000    0.000 type_api.py:1650(impl_instance)
        1    0.000    0.000    0.000    0.000 base.py:27(Subsystem)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 __init__.py:439(LibraryLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:294(EventBase)
        1    0.000    0.000    0.000    0.000 elements.py:5103(CollationClause)
        1    0.000    0.000    0.000    0.000 http_parser.py:87(RawRequestMessage)
        1    0.000    0.000    0.000    0.000 selectn.py:43(SelectN)
