         3790170 function calls (3683532 primitive calls) in 2.079 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 util.py:159(_DeStringifyAnnotation)
        1    0.000    0.000    0.000    0.000 elements.py:1834(KeyedColumnElement)
        1    0.000    0.000    0.000    0.000 elements.py:2611(_instance)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:167(_Sentinel)
        1    0.000    0.000    0.000    0.000 base.py:14(Base)
        2    0.000    0.000    0.000    0.000 subprocess.py:1311(_on_error_fd_closer)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1304(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 type_api.py:113(_ComparatorFactory)
        1    0.000    0.000    0.000    0.000 base.py:52(ClientExtensionFactory)
        1    0.000    0.000    0.000    0.000 main.py:39(<listcomp>)
        1    0.000    0.000    0.000    0.000 factory_simple.py:12(__init__)
        3    0.000    0.000    0.000    0.000 feature_definitions.py:92(__init__)
        4    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._OptionalValidator>:12(__init__)
        1    0.000    0.000    0.000    0.000 _json.py:1367(SeriesParser)
        1    0.000    0.000    0.000    0.000 ops.py:191(Constant)
        1    0.000    0.000    0.000    0.000 common.py:1059(_IOWrapper)
        1    0.000    0.000    0.000    0.000 compressors.py:52(BZ2File)
        1    0.000    0.000    0.000    0.000 _array_like.py:160(_UnknownType)
        1    0.000    0.000    0.000    0.000 registry.py:10(UnsupportedModelRegistryStoreURIException)
        1    0.000    0.000    0.000    0.000 exceptions.py:116(RestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:201(MlflowTraceDataNotFound)
        1    0.000    0.000    0.000    0.000 entity_type.py:9(EntityAssociationType)
        1    0.000    0.000    0.000    0.000 pg8000.py:121(_PGString)
        1    0.000    0.000    0.000    0.000 types.py:166(TIMESTAMP)
        1    0.000    0.000    0.000    0.000 request.py:1588(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 error.py:70(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(HTTPError)
        1    0.000    0.000    0.000    0.000 sources.py:121(NoDecode)
        1    0.000    0.000    0.000    0.000 _schema_validator.py:54(PluggableSchemaValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:299(Unit)
        1    0.000    0.000    0.000    0.000 core_schema.py:196(FieldSerializationInfo)
        1    0.000    0.000    0.000    0.000 core_schema.py:1938(DictSchema)
        1    0.000    0.000    0.000    0.000 decl_api.py:170(DeclarativeMeta)
        1    0.000    0.000    0.000    0.000 query.py:3374(BulkUpdate)
        1    0.000    0.000    0.000    0.000 context.py:657(DMLReturningColFilter)
        1    0.000    0.000    0.000    0.000 functions.py:1735(current_date)
        1    0.000    0.000    0.000    0.000 result.py:1815(TupleResult)
        1    0.000    0.000    0.000    0.000 ddl.py:460(CreateSchema)
        1    0.000    0.000    0.000    0.000 queues.py:50(_get)
        5    0.000    0.000    0.000    0.000 langhelpers.py:711(decorate)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:1152(FileHandler)
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        1    0.000    0.000    0.000    0.000 pool.py:1011(PoolAcquireContext)
        1    0.000    0.000    0.000    0.000 <attrs generated methods aiohttp.tracing.TraceRequestChunkSentParams>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:150(CircuitBreaker)
        1    0.000    0.000    0.000    0.000 _linalg.py:45(SVDResult)
        1    0.000    0.000    0.000    0.000 selectn.py:166(SelectNFrame)
        2    0.000    0.000    0.000    0.000 core.py:3433(shape)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:46(PytestTester)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:360(_unspecified)
        1    0.000    0.000    0.000    0.000 handlers.py:451(WatchedFileHandler)
        1    0.000    0.000    0.000    0.000 logging_utils.py:108(SuppressLogFilter)
        2    0.000    0.000    0.000    0.000 decorator.py:224(<genexpr>)
        1    0.000    0.000    0.000    0.000 prediction.py:19(PredictionRepositoryInterface)
        4    0.000    0.000    0.000    0.000 main.py:255(<dictcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:351(PyObjectStr)
        1    0.000    0.000    0.000    0.000 _synchronization.py:62(ConditionStatistics)
        1    0.000    0.000    0.000    0.000 _synchronization.py:74(SemaphoreStatistics)
        1    0.000    0.000    0.000    0.000 _schema_gather.py:13(GatherResult)
        1    0.000    0.000    0.000    0.000 _generics.py:99(PydanticGenericMetadata)
        1    0.000    0.000    0.000    0.000 core_schema.py:3653(ArgumentsV3Schema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1683(TupleSchema)
        1    0.000    0.000    0.000    0.000 decl_api.py:127(_DynamicAttributesType)
        1    0.000    0.000    0.000    0.000 path_registry.py:354(CreatesToken)
        1    0.000    0.000    0.000    0.000 sqltypes.py:1606(Comparator)
        1    0.000    0.000    0.000    0.000 base.py:774(_MetaOptions)
        1    0.000    0.000    0.000    0.000 interfaces.py:473(ReflectedForeignKeyConstraint)
        1    0.000    0.000    0.000    0.000 _adapters.py:7(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 _collections.py:260(OrderedProperties)
        1    0.000    0.000    0.000    0.000 _collections.py:270(ReadOnlyProperties)
        3    0.000    0.000    0.000    0.000 __init__.py:2222(createLock)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 extras.py:440(LoggingCursor)
        1    0.000    0.000    0.000    0.000 types.py:51(ServerVersion)
        1    0.000    0.000    0.000    0.000 <attrs generated methods aiohttp.client_reqrep.ContentDisposition>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._DeepIterable>:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:1205(OptionHelpExtra)
        1    0.000    0.000    0.000    0.000 registry.py:32(register)
        3    0.000    0.000    0.000    0.000 expr.py:269(disallow)
        1    0.000    0.000    0.000    0.000 online.py:89(EWMMeanState)
        1    0.000    0.000    0.000    0.000 base.py:55(_AlreadyWarned)
        1    0.000    0.000    0.000    0.000 extension.py:160(NDArrayBackedExtensionIndex)
        1    0.000    0.000    0.000    0.000 printing.py:506(_TextAdjustment)
        1    0.000    0.000    0.000    0.000 printing.py:528(_EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 core.py:1125(_DomainedBinaryOperation)
        3    0.000    0.000    0.000    0.000 core.py:867(__init__)
        1    0.000    0.000    0.000    0.000 file_utils.py:256(TempDir)
        1    0.000    0.000    0.000    0.000 uri.py:481(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:247(AttrDict)
        1    0.000    0.000    0.000    0.000 platform_collector.py:32(<listcomp>)
        6    0.000    0.000    0.000    0.000 types.py:368(get_event_type)
        1    0.000    0.000    0.000    0.000 request.py:1256(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 base.py:257(EventSourceFilter)
        1    0.000    0.000    0.000    0.000 exceptions.py:120(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 core_schema.py:935(BytesSchema)
        1    0.000    0.000    0.000    0.000 unitofwork.py:490(IterateMappersMixin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:999(NoDefaultType)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 helpers.py:765(ErrorableProtocol)
        1    0.000    0.000    0.000    0.000 resources.py:160(DatabricksSQLWarehouse)
        1    0.000    0.000    0.000    0.000 common.py:1022(_BytesZipFile)
        1    0.000    0.000    0.000    0.000 function.py:51(CompatValidator)
        1    0.000    0.000    0.000    0.000 base.py:2404(ExtensionArraySupportsAnyAll)
        1    0.000    0.000    0.000    0.000 __init__.py:273(AbstractMethodError)
        1    0.000    0.000    0.000    0.000 core.py:6844(_frommethod)
        1    0.000    0.000    0.000    0.000 context.py:276(ForkProcess)
        1    0.000    0.000    0.000    0.000 databricks_utils.py:97(MlflowCredentialContext)
        1    0.000    0.000    0.000    0.000 config.py:299(ConvertingMixin)
        1    0.000    0.000    0.000    0.000 processor.py:35(validate_span_processors)
        1    0.000    0.000    0.000    0.000 decoder.py:332(_DoubleDecoder)
        1    0.000    0.000    0.000    0.000 response.py:253(BytesQueueBuffer)
        1    0.000    0.000    0.000    0.000 definitions.py:89(MultiUserDatabaseManager)
        1    0.000    0.000    0.000    0.000 core_schema.py:1196(TimedeltaSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1865(GeneratorSchema)
        1    0.000    0.000    0.000    0.000 dynamic.py:61(DynamicCollectionHistory)
        1    0.000    0.000    0.000    0.000 functions.py:1979(rollup)
        1    0.000    0.000    0.000    0.000 sqltypes.py:124(Comparator)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 coercions.py:1266(FromClauseImpl)
        2    0.000    0.000    0.000    0.000 _adapters.py:25(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1019(NoExtraItemsType)
        1    0.000    0.000    0.000    0.000 asgi2.py:9(ASGI2Middleware)
        1    0.000    0.000    0.000    0.000 http_exceptions.py:77(LineTooLong)
        2    0.000    0.000    0.000    0.000 prediction.py:104(__init__)
        1    0.000    0.000    0.000    0.000 resources.py:238(DatabricksApp)
        1    0.000    0.000    0.000    0.000 pytables.py:349(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 format.py:1672(_Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 _version.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:217(EncodedWord)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:913(WhiteSpaceTerminal)
        1    0.000    0.000    0.000    0.000 __init__.py:138(_EntryPointMatch)
        1    0.000    0.000    0.000    0.000 socketserver.py:777(StreamRequestHandler)
        1    0.000    0.000    0.000    0.000 request.py:834(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 __version__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1374(HTTPHandler)
        1    0.000    0.000    0.000    0.000 exceptions.py:196(LocationParseError)
        1    0.000    0.000    0.000    0.000 functional_validators.py:525(ModelWrapValidatorHandler)
        1    0.000    0.000    0.000    0.000 core_schema.py:2922(TypedDictField)
        1    0.000    0.000    0.000    0.000 core_schema.py:1379(IsInstanceSchema)
        1    0.000    0.000    0.000    0.000 characteristics.py:116(LoggingTokenCharacteristic)
        1    0.000    0.000    0.000    0.000 registry.py:50(EventTarget)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1547(rw_hybridproperty)
        1    0.000    0.000    0.000    0.000 abc.py:75(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 connection.py:36(ConnectionMeta)
        1    0.000    0.000    0.000    0.000 connresource.py:25(ConnectionResource)
        1    0.000    0.000    0.000    0.000 <attrs generated methods aiohttp.tracing.TraceDnsCacheMissParams>:1(<module>)
        1    0.000    0.000    0.000    0.000 football.py:409(OptaDataAdapter)
        1    0.000    0.000    0.000    0.000 prediction.py:91(__init__)
        1    0.000    0.000    0.000    0.000 middleware.py:290(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:197(KeepOpenFile)
        1    0.000    0.000    0.000    0.000 integer.py:64(IntegerArray)
        1    0.000    0.000    0.000    0.000 config.py:458(option_context)
        1    0.000    0.000    0.000    0.000 __init__.py:194(c_float)
        1    0.000    0.000    0.000    0.000 _array_like.py:39(_SupportsArray)
        1    0.000    0.000    0.000    0.000 others.py:168(SerializerUnicode)
        1    0.000    0.000    0.000    0.000 tarfile.py:575(_StreamProxy)
        1    0.000    0.000    0.000    0.000 handlers.py:202(TimedRotatingFileHandler)
        1    0.000    0.000    0.000    0.000 configparser.py:361(Interpolation)
        1    0.000    0.000    0.000    0.000 handlers.py:692(DatagramHandler)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 python_message.py:1568(_OneofListener)
        1    0.000    0.000    0.000    0.000 exposition.py:148(_SilentHandler)
        1    0.000    0.000    0.000    0.000 asyncpg.py:925(__init__)
        1    0.000    0.000    0.000    0.000 request.py:605(BaseHandler)
        1    0.000    0.000    0.000    0.000 _base_connection.py:19(_ResponseOptions)
        1    0.000    0.000    0.000    0.000 websockets.py:19(WebSocketDisconnect)
        2    0.000    0.000    0.000    0.000 sysconfig.py:299(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 session.py:151(_AsyncAttrGetitem)
        3    0.000    0.000    0.000    0.000 sqltypes.py:836(__init__)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3323(TIMESTAMP)
        2    0.000    0.000    0.000    0.000 url.py:216(_assert_port)
        1    0.000    0.000    0.000    0.000 type_api.py:101(_BaseTypeMemoDict)
        1    0.000    0.000    0.000    0.000 _concurrency_py3k.py:74(_AsyncIoGreenlet)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
        1    0.000    0.000    0.000    0.000 exc.py:173(CircularDependencyError)
        1    0.000    0.000    0.000    0.000 _project_spec.py:199(Project)
        1    0.000    0.000    0.000    0.000 parser.py:181(_Argument)
        1    0.000    0.000    0.000    0.000 _musllinux.py:18(_MuslVersion)
        1    0.000    0.000    0.000    0.000 resample.py:1866(DatetimeIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 pydoc.py:2071(__init__)
        1    0.000    0.000    0.000    0.000 tokens.py:11(_CaseFilter)
